			
آخرین واکنشها به حمله پهپادی به خانه نتانیاهو جزییات بیشتر با	آخرین واکنشها به حمله پهپادی به خانه نتانیاهوجزییات بیشتر با اشک ان صفایی، ایران اینترنشنال		
کمیته انضباطی فدراسیون فوتبال، رضا درویش، مدیرعامل پرسپولی	ایرال ایشورزشیک اوه  ف فوت ، ضا د می پ پرلی را  ب ک کمی  ض زیک دوره پرولدد  ۲ میلیارد ت جری  ۳ م از ض د ا صر صورت عذرخواهی ر و پرداخ جری در مد ه ، ی  ی از محو خواهد ش  پولی ، ب وه رای پ  و و  و رومی تیقی ای ب ، ط  رئی فوول فوت گ  ود ز روز  سیاه و یک لکه ننگ برای فوتبال ایران بود به گویند سیاسی هستند، خودشان سیاسی هستنددر ویش با انتقاد از این رای مدعی شده بود هیچ ادله قانونی برای اینکار نی چ امکان اینکه بشود حکم را تعلیق کرد وجود ندارد و همه مسئولان سه کمیته فدراس یون این را گفتند		
تصاویر منتشر شده در فضای مجازی نشان میدهد محمدحسین کنعانی	ایرال ایشو ورزشیاوی ض ضای مجازی     ک ، ب پولی زهای گذش  در  کرج د یک خیالی شه ال او د ش   صول ص   ک  زیکییکییکییکییکییکییکییکییکییکییکییکییکییکی یک نفر کنار خودم شدم    با این حال خیلی زود دست به کار شدم و تونستم گوشی را پس بگیرم دیدم فیلمی از من تو فضای مجازی با عنوان درگیری تو خیابون و زد و خورد    من هیچ درگیری فیزیکی نداشتمکنعانیزادگان فصل گذشته با یک هوادا ر گیر شده بوداز سوی دیگر و در پی این درگیری، کمیت ه اخلاق فدراسیون فوبتال، محمدحسین کنعانی زادگان را جهت ادای پاره از توضیحات باید روز چهارشنبه دوم ابان ۱۴۰۳ احضار کرده است		
باخت سنگین سه بر صفر استقلال به ذوب آهن، بحران در اردوی آب	بحران در اردوی آبیها را عمیقتر کرد   ل و جنگ قهرمانی گرفته است این درحالی که مدیران استقلال با انتخاب پیتسو موسیمانه، سرمرب ی اهل آفریقای جنوبی تلاش کردهاند، تیم را از این بحران خارج کنندگ فتگو با محمد تقوی، ایران اینترنشنال		
در واکنش به مرگ	اندرو تیت، اینفلوئنسر معروف که به تجاوز و قاچاق انسان متهم شده، در واکنش به مرگ یحیی سنوار، رهبر حماس در غزه گفت من فقط میتوانم دعا چ مکه مرگی به شجاعت یحیی سنوار داشته باشم    ماند او شایسته آرامش ابدی است		
تاریخ دموکراسی  آمریکا  دوران بازسازی	تاریخ دموکراسی  آمریکا  دوران بازسازی		
ن هرمزگان و ته	معاون سازمان جمع آوری و فروش اموال تملیکی اعلام کرد که در دو استان ه رمزگان و تهران چایهای دبش موجود در انبار به صورت حراج فروخته خواهد شد می شود		
پرتو برهانپور و حجت کرمانی، وکلای نیلوفر حامدی، روزنامهنگار د	پرتو برهانپور و حجت کرمانی، وکلای نیلوفر حامدی، روزنامهنگار در گ فتوگو با شبکه شرق از صدور ابلاغیه اجرای حکم حبس او با وجود بخشنامه ی ۵ روز خود را جهت اجرای حکم ۵ سال حبس، به زندان اوین معرفی کند		
وبا در روز جمعه ۲	کار افاد  آوگاه آتویوی  ، زرگول   کو جز ۲۷ م م م م م م م م م م     د کشور قط ود ۱۰ میلیوووو    پیش از این اتفاق دولت کوبا تلاش کرده بود با تعطیلی مدارس و مراکز صنع تی، کمبود برق را جبران کند		
ایلان ماسک در یک سخنرانی تبلیغاتی برای دونالد ترامپ گفت که بای	ایلان ماسک در یک سخنرانی تبلیغاتی برای دونالد ترامپ گفت که باید جلو ی کسانی که میخواهند همه را در اسرائیل قتل عام کنند، گرفت وگرنه اس رائیلیهای بیشتری را میکشند و میخواهند آمریکاییها را هم بکشند  میگویند		
ویدیوی منتشرشده، بقایای منزلی مسکونی در بلوار توس مشهد را پس ا	انف جار بر اثر نشت گاز در روز شنبه ۲۸ مهرماه نشان میدهدبر اساس گزارشه    نازل اطراف وارد کرده است		
دولت سوئد، با تروریستی معرفی سپاه از اتحادیه اروپا خواست، این	دولت  ، توریی میکر  از اتایه الوپا خوا  گ گوه را فر فهر   ، ایرال ایت گزارش می د		
در واکنش به مرگ	اندرو تیت، اینفلوئنسر معروف که به تجاوز و قاچاق انسان متهم شده، در واکنش به مرگ یحیی سنوار، رهبر حماس در غزه گفت من فقط میتوانم دعا چ مکه مرگی به شجاعت یحیی سنوار داشته باشم    ماند او شایسته آرامش ابدی است		
اسدالله بادامچیان، دبیرکل حزب موتلفه اسلامی دلیل حصر، جلوگیر	الالله ا  ، د ز موتلف الامی دلیر ،لوگی ققل  یرال ایتشو		
ی شهریه رشتهه	دالشجویا آزاداد ق مقال مج  د اضراض ازایش ۲۰۰ ۲۰۰ رشه ی و  ز جزئیات میگوی		
حرمتالله رفیعی، رییس انجمن صنفی دفاتر خدمات مسافرتی گفت شرک	ی هواپیمایی داخلی سالانه چهار میلیارد دلار از دولت یارانه سوخت میگ یرند این یعنی از جیب فقرا برداشتند، بعد قیمت بلیت هواپیما را ۷۰ دلار بیش تر از قیمت جهانی به مردم میفروشند		
قیمت سکه طلای طرح جدید، با رسیدن به ۵۳ میلیون و ۹۰۰ هزار تومان	قی طلای طرح ج ، ب  بن  ۵۳ میلیول و ۹۰۰ زار توم ، ،وری ثورد ک  صای		
ی به نظر میرسد پ	شاهین مدرس، کارشناس روابط بینالملل و تحلیلگر مطالعات امنیتی به نظر میرسد پس از حمله هفتم اکتبر حماس، اسرائیل جنگ علیه ترور را آ غاز کرده است		
ویدیوهای منتشرشده در خبرگزاریهای رویترز و فرانسه، لحظه رهگیری	ویدیوهای منتشرشده در خبرگزاریهای رویترز و فرانسه، لحظه رهگیری را کتهای شلیکشده از سوی حزبالله را در آسمان حیفا در اسرائیل نشان م یدهد		
سرخط خبرهای شنبه، ۲۸ مهر	سرخط خبرهای شنبه، ۲۸ مهر		
فیلم سینمایی لولیتاخوانی در تهران به کارگردانی اران ریکلیس ف	فیلم سینمایی لولیتاخوانی در تهران به کارگردانی اران ریکلیس فیلمسا ز اسرائیلی و با بازی گلشیفته فراهانی و زر امیرابراهیمی برای نخستین ب    نویسنده و استاد دانشگاه ایرانی مقی م آمریکاست، ساخته شده است		
پس از مرگ یحیی س	نشان میدهد جمهوری اسلامی پس ه سنوار هنوز زنده است و نمرده را مقابل سفارتخانههای برخی کشورهای روپایی و عربی در تهران نصب کرده است		
ویدیوهای منتشرشده در رسانههای اجتماعی، حمله به دفتر شبکه تلوی	ویوهای  د در ول ای اج  ب  شلویزیویزیویزیویزیویزیو ع وا وه وه وول ی راد  ایل ح پ پ آ گ گرفه ک ش تلویزیوووی د وروه از گرو ی  م  حمامی ال  وری خواند		
در بازارهای ایران قیمت هر قطعه سکه طرح جدید به رکورد تاریخی ۵۳	در بازارهای ایران قیمت هر قطعه سکه طرح جدید به رکورد تاریخی ۵۳ میلی ون و پانصد هزار تومان رسیده است در بازار بورس هم برای اکثر شاخصها صف فروش تشکیل شد و شاخص کل بورس ب یش از ۲۴ هزار واحد ریزش کردگفتوگو با رضا غیبی، روزنامهنگار اقتصا دی		
کانال ۱۲ اسرائیل به نقل از یک مقام ارشد دولتی نوشت جمهوری اس	پش ا اشکان صفایی، ایران اینترنشنال		
			
در تبادل اسرای جنگی میان اوکراین و روسیه ۱۹۰ سرباز به کشورهایش	در تبادل اسرای جنگی میان اوکراین و روسیه ۱۹۰ سرباز به کشورهایشان با زگشتند این تبادل به میانجیگری امارات متحده انجام شدگفتوگو با کوروش صحت ی، ایراناینترنشنال		
دو سازمان حقوق بشری نسبت به احتمال اعدام قریبالوقوع محمدرضا ی	دو  ز قوق وری  وه احمال ال ا ق  الو محمد کوککا در ای شد    ریمقدم، مدیر سازمان حقوق بشر ایران		
کانال ۱۲ اسرائیل به نقل از یک مقام دولتی نوشت جمهوریاسلامی پش	کانال ۱۲ اسرائیل به نقل از یک مقام دولتی نوشت جمهوریاسلامی پشت حم له به اقامتگاه بنیامین نتانیاهو، نخستوزیر اسرائیل بوده استگفتوگ و با اشکان صفایی، ایراناینترنشنال		
کنفرانس مطبوعاتی مشترک عباس عراقچی، خارجه جمهوریاسلامی ا هاکا	کنفرانس مطبوعاتی مشترک عباس عراقچی، وزیر خارجه جمهوریاسلامی با ه اکان فیدان، وزیر خارجه ترکیه درباره وضعیت منطقهعباس عراقچی اعلام کر ده که باید مانع دخالت خارجی در مسائل منطقه شویمگفتوگو با فرزیا ثاب تی، ایراناینترنشنال		
مرتضی کاظمیان، ایراناینترنشنال مسئولیت ویرانهای که از غزه ر	مرتضی کاظمیان، ایراناینترنشنال مسئولیت ویرانهای که از غزه بر ج ای مانده، مانند توپی است که از سوی تریبونهای جمهوریاسلامی بهت اکتبر حماس به اسرائیل است که خامنهای آن را ضربهای جبران ناپذیر توصیف کرد		
بامداد امروز آژیر خطر حملههای پهپادی حزبالله در بخشهای بزر	بامداد امروز آژیر خطر حملههای پهپادی حزبالله در بخشهای بزرگی   یکی از پهپادها به یکی از خانههای بنیامین نتانیاهو در قیصریه برخور دکردگفتوگو با اشکان صفایی، ایراناینترنشنال		
بنیامین نتانیاهو، نخستوزیر اسرائیل، در ویدیویی که بعد از حمله	یامی ، خ الائیرائیل ، ویویی  تاکی کرد     ی  توریی ی ایرال ا  می ی ج جگ پیوزواهی ش		
در این گفتوگوی ویژه، جورج هارونیان، کنشگر مدنی جوامع یهودی در	در این گفتوگوی ویژه، جورج هارونیان، کنشگر مدنی جوامع یهودی در آمر یکا از شرایط یهودیان ایران بعد از انقلاب میگویدنسخه کامل برنامه ر ا در یوتیوب تماشا کنید		
شاتر  مروری بر آثار هنر اعتراض	شاتر  مروری بر آثار هنر اعتراض		
صری الیومگفت	ی الیوم گفت ما تهدیدی به بستن تنگه هرمز نکردیم با وجود اینکه در این ز مینه توانمندی بالایماین در حالی استکه حسین شریعتمداریای نده خامنهای در روزنامه کیهان به تازگی تهدید کرد باید تنگه هرمز بسته شود		
ویدیوهای منتشرشده در رسانهها نشان میدهد گروهی از حامیان حکوم	گروهی ر حال اهدای طلاهای خود برای ارسال به لبنان هستند		
ویدیوهای رسیده به ایراناینترنشنال، آتشسوزی یک کارگاه تولید ا	ابر و پارچه را در اصفهان می دهدبه گفته مدیرکل ستاد مدیریت بحران ا اصفهان آغاز شده است		
ویدیوهای منتشرشده در رسانههای اجتماعی، حمله به دفتر شبکه تلوی	ویوهای  د در ول ای اج  ب  شلویزیویزیویزیویزیویزیو ع وا وه وه وول ی راد  ایل ح پ پ آ گ گرفه ک ش تلویزیوووی د وروه از گرو ی  م  حمامی ال  وری خواند		
بهدلیل نداشتن	روزوز اوماد د اج والی داوزاوزا    مداوهلیل ن شی  ک  تای م  م مر خورا در خخ تهیی وه اخ صورت ورت ورت نو کرد در تهراو ، مدر از خالواد ضال تهی آ ای  مدرسه تماس گرفته است		
انیا به خبرگزا	مح یس  ، و هیات  اتاق   ورگا ایرال و الیااری ایلل  ووا  کالای ای کشور و زارهای جهالی و میشود    نها اجازه افتتاح حساب میدهد		
کانال ۱۲ اسرائیل به نقل از یک مقام ارشد دولت این کشور نوشت که	کانال ۱۲ اسرائیل به نقل از یک مقام ارشد دولت این کشور نوشت که جمهوری کرده است که بنیامین نتانیاهو را ترور کنداین گزارش پس آن منتشر میشود که اقامتگاه نخستوزیر اسرائیل و همسرش در قیصریه مو رد حمله پهپادی از لبنان قرار گرفت، اما آنها در محل نبودند		
به دلیل نداشتن	روزوز اوماد د اج والی باوزاوزا   ب  خیری را بهی وه اخ صورت لداد ش  کرده و در تهرا یک مده خالواد ی تهی کو   ظاف  تماس گرفته است		
ویدیوی تازه منتشرشدهای از سوی سایت نهاد علی خامنهای، لحظه رو	ویدیوی تازه منتشرشدهای از سوی سایت نهاد علی خامنهای، لحظه روبوس ی یحیی سنوار، رهبر کشتهشده حماس را با او در زمان دیدارشان در تهران نشان میدهد		
ویدیوهای رسیده میدهد گروهی از دانشجویان علومپزشکی روز ش نبه	ویوهای ری   گوهد از داویا   شوز ش ۲۸ م م  دوه   م فرو تومقالا خم زارت وهداش جم داری و آزاد ک		
هاکان فیدان، وزیر خارجه ترکیه در دیدار و گفتوگو با محمد اسماع	هاکان فیدان، وزیر خارجه ترکیه در دیدار و گفتوگو با محمد اسماعیل د ینوار، رهبر این گروه را تسلیت گفتگفتوگو با فرزیا ثابتی، ایراناین ترنشنال		
نه شخصی بنیامین	دفتر نتانیاهو در یک بیانیه دو جملهای تایید کرد که حزبالله، خانه    ما او و همسرش در خانه نبودند و کسی زخمی نشده استگفتوگو با اشکان صفا یی، ایراناینترنشنال		
پیام علی خامنهای کشته شدن یحیی سنوار به دست اسرائیل فقدان او	پیا  خا  ی کشه ش ی س  د الائیل ققال ای ج مقاومت درد او ای  کرده لح   پیام یش ای ح  ورالل		
یکی از شهروندان با ارسال ویدیویی به ایراناینترنشنال، عکس یحیی	یکی از شهروندان با ارسال ویدیویی به ایراناینترنشنال، عکس یحیی سن وار، رهبر کشتهشده حماس را روی بنری در شهر تهران نشان میدهد و میگ  د		
آموز یکی از مد	فردار شهر  قال ا د و گ که آها یر ومار   ش		
بر اساس ویدیوهای رسیده، گروهی از پرستاران و کادر درمان در زنجا	بر اساس ویدیوهای رسیده، گروهی از پرستاران و کادر درمان در زنجان روز شنبه ۲۸ مهرماه مقابل ساختمان استانداری زنجان تجمع اعتراضی برگزار ک ردند		
گزینههای حماس برای پر کردن جای خالی یحیی سنوار چه کسانی هستند	گزینههای حماس برای پر کردن جای خالی یحیی سنوار چه کسانی هستند گزارش سیر کاکر، ایراناینترنشنال		
فت موسوی وکر	موسوی و کروبی در حصر نیستند، اینها را میروند میبینند، همهکار م یکننداو افزود یک دلیل حصر این است که این احتمال داده میشد دیگرا ن اینها را به قتل برسانند و به پای جمهوری اسلامی بگذارند		
کاوش  شرکت هواپیمایی قطر در ساخت فرودگاه جدید در نزدیکی کیگال	کاوش  شرکت هواپیمایی قطر در ساخت فرودگاه جدید در نزدیکی کیگالی، پای تخت رواندا، سرمایهگذاری عظیمی کرده است علت سرمایهگذاری قطر در رواندا چیست		
ام طرح جدید در م	بر اساس گزارش سایتهای اطلاع رسانی در ایران، قیمت هر قطعه سکه تمام طرح جدید در معاملات روز از ۵۳ میلیون تومان گذشت		
م در حادثه آتش	داد گزارش، این دو کارگر دچار سوختگی ۱۰۰ و ۹۰ درصدی شده و سپس به یمارستان منتقل شدند		
ملات روز به۵۲ می	بر اساسگزارش سایتهای اطلاع رسانی، قیمت هر قطعه سکه تمام در معامل ات روز به۵۲ میلیون و ۶۰۰ هزار تومان رسید		
ویدیوی منتشرشده در رسانههای اجتماعی، منطقه قیصریه، محل اقامت	ویوی مش د ج ی اجما قیص ، م مامت وو ر پ ح پ ی از   شوز  می  گر   الائیرائیل خور کاداده تالیاه ه  ز زمل ،ر خاوده  ک ج مج ا		
دونالد ترامپ روز شنبه ۲۸ مهرماه، هنگام سخنرانی انتخاباتی در دی	ت با مشکل فنی مواجه شد و میکروفون او از کار افتاد		
حسین آقایی، پژوهشگر امور استراتژیک و روابط بینالملل درباره اع	حسین آقایی، پژوهشگر امور استراتژیک و روابط بینالملل درباره اعلام آمادگی پوتین برای میانجیگری میان جمهوریاسلامی و اسرائیل ژئوپولتیک		
ر تسلیحاتی حزب	اسکاینیوز عربی به نقل از گزارش دادکه ارتش سوریه دو انبار ت سلیحاتی حزبالله در حومه دمشق را مصادره کرد این شبکه نوشت مقامهای سوریه تردد اعضای حزبالله و گروههای تحت ح مایت جمهوری اسلامی به سمت جولان و شهر حمص و اطراف آن را به دلیل نگران ی از حمله اسرائیل محدود کردند		
حسین آقایی، پژوهشگر امور استراتژیک و روابط بینالملل درباره اع	حسین آقایی، پژوهشگر امور استراتژیک و روابط بینالملل درباره اعلام آمادگی پوتین برای میانجیگری میان جمهوریاسلامی و اسرائیل ژئوپولتیک		
جاستین ترودو، نخستوزیر کانادا مرگ یحیی سنوار، پایان دورهای	جاستین ترودو، نخستوزیر کانادا مرگ یحیی سنوار، پایان دورهای از		
شها میان جمهور	اعلام کرد برای کمک به کاهش تنش کیها ن وابسته به علی خامنهای نوشته مذاکره بعد از کشته شدن سنوار، رنگ و ب وی تسلیم داردگفتوگو با شهرام خلدی، پژوهشگر روابط بینالملل		
جو بایدن، رییسجمهوری آمریکا میگوید از نحوه و زمان حمله تلافی	جو بایدن، رییسجمهوری آمریکا میگوید از نحوه و زمان حمله تلافیج ویانه اسرائیل به ایران مطلع استگفتوگو با مرتضی انواری، تحلیلگر م سائل ایران و آمریکا		
سخنگوی دفتر نخستوزیری اسرائیل تایید کرد که یک پهپاد با هدف حم	دوی در  الاسول تایی ک پ پاد وهد حمله وه ا  شخصی تالیالیاوه موریه پ ش ، ا ز  او و  د ودها  ک مجروح وهه وه ت قیص ریه خبر داده است		
تضعیف سپاه پا	عیف سپاه پاسداران و بسیج کمک کند		
شدند که دو مور	یدیعوت آحارونوت و العربی جدید نوشتند هدف این پهپاد اقامتگاه شخصی ن تانیاهو بود		
کرد پلیس نامحس	فیروزکشیر، معاون اجتماعی و فرهنگی پلیس راهور تهران بزرگ اعلام کر د پلیس نامحسوس با خودروهای مجهز و مختلف و در قالب پلاکهای شخصی پل اک پلیس به صورت نامحسوس در سطح شهر حضور دارد		
۱۳ درصد بیمار م	او اشاره کرد بین آلودگی هوا و ابتلا به آسم ارتباط مستقیم وجود دارد و افزود در برخی شهرها با افزایش مربوط ه آسماتیک رو به افزایش است		
	جاستین ترودو، نخستوزیر کانادا مرگ یحیی سنوار، پایان دور های از ترس در جهان استگزارش مهسا مرتضوی، ایراناینترنشنال		
باشگاه استقلال پیتسو موسیمانه، سرمربی اهل آفریقای را به	ایرال ایتش ورزشی   ایرال ایتولشال پی  ، س ، سر ی جج ی   ر ای میکند که استقلال چه باشگاه بزرگی است سرمربی اهل آفریقای جنوبی ، معرفی کرداو عملکردها فاوتی داشته است مو   علاو  بک دای یم  فوتوتوتوت جوول الا ، الای عر وس وی و  دو ق د  ی آریقا ب  یم ماملدوی دوالز آریق ج و و ق ق  یگر ای کشرا کار د م م ب  ب ب ب ب   ه  کردنظر شما درباره این سرمربی ۶۰ ساله چیستبرای شرکت در		
واکنش امیر قلعهنویی به منتقدان پس از بازی با قطر و البته	ایرال ایشورزشیوورزشیوامی    قاو ب بر و ال القاتاتاتات ب یی، پ  پ  ز مت برد شی ی د هتتریک		
تغییر کیفیت سردار آزمون و دو گلی که زد، یکی از نقاط مثبت ب	ایرال  ی جام جهالی ۲۰۲۶ توضیات محمد قوی، ایرال ایت		
بازی ایران برابر قطر در مقدماتی جام جهانی ۲۰۲۶، بهترین نما	ایرال ایتورزشی وورزشی ای قطر قطر   جام ج ت  یش ی پ  ی آ ودوضیات مز میرزایی، ایرال ایش		
	ایران اینترنشنال ورزشی		
پیتسو موسیمانه، سرمربی جدید تیم فوتبال استقلال، درباره حضو	ن گفت ، برایتان مشخص میکند که استقلال چه باشگاه بزرگی استسرمربی اهل آفریقای جنوبی، در ادامه با قدردانی از اعتما د مدیران استقلال به خودش، گفته آخرین عنوان قهرمانی استقلال در سال ۲ ۰۲۲ بهدست آمده، ازاینرو میتوان ایمان داشت که هواداران تشنه کسب عنوان جدیدی هستند یک چالش جدی پیش روی ما است اما حضور در این تیم برای ما یک مزیت است		
	ولای پ ، ریی رور الام ک کاهش تش   جمهو الا  ال  ال  ال  ا ا ا ا ا ا ا ا  از س یگ کیهال وال وه و وه وه وه وه وشه مذاکره کش سوار ، و  ی، پژوهشگر روابط بینالملل		
	جو بایدن، رییسجمهوری آمریکا میگوید از نحوه و زمان حمله ت اسرائیل به ایران مطلع استگفتوگو با مرتضی انواری، لیلگر مسائل ایران و آمریکا		
سرخط خبرهای شنبه ۲۸ مهر	سرخط خبرهای شنبه ۲۸ مهر		
دو روز پس از انتش	علی خامنهای، رهبر جمهوری اسلامی، سرانجام در روز شنبه، ۲۸ مهر، دو و با انتشار بیانیهای، مرگ او را برای جبهه مقاومت دردناک خواند		
شهروندی با ارسال پیامی صوتی به ایراناینترنشنال در ککنش به ب م	شهروندی با ارسال پیامی صوتی به ایراناینترنشنال در واکنش به مطلب م اجتماعی ایکس درباره کشته شدن یحیی سنوار  تی و جنگیدن را بلدی، کافیست تو و انگلهایتان دست از غارت ایران بردارید و برای جنگ با اسرائیل به لبن ان بروید، نیازی به ریختن اشک شوق نیست		
فوزیه سیدو، دختر ایزدی که اوایل مهر ماه از اسارت یک عضو حماس د	فوزی  ، ، خ ایز که اوایل  ما الت یک ضو ح غزاد ، ،ومصاحوه وزوزایایی س  م هر ملشر ش ، ب ش ه هوللاکی کر ال داو و و ج کرد گ ای گوهیچ یچ یچ گوهیچ فرقی با هم ندارندفوزیه گفت هنگامی که ۱۰ سال پیش به دست داعش در عراق  ودکانی را که کشته بود گرسنه مانده بود ند ناچار بودند این گوشت را بخورند		
از مخاطبان ایراناینترنشنال پرسیدیم کشته شدن فرماندهان ارشد نی	تی چه تاثیری بر حکومت ایران خواهد گذاشت شهروندی با ارسال پیامی صوتی میگوید کشته شدن یحیی سنوار این پیغام  ق مردم ایران بگیرد و در شکم یک مشت تروریست بریزد، دارد تمام میشود		
شهروندی با ارسال ویدیویی به ایراناینترنشنال زبالههای جمعش د	شهروی ار ویویی وه ایرالایش ز ز  ی جم د ش واقواق  چ ته  د و  ر یوه  در ات اقی وه الائیل ، ت زیاد ارزشی جمهو ا  و ک ک ا  ب یچک  دام از آها هیچ اقدامی نکردند		
موضوعات گفتوگوی بایدن با سران کشورهای آلمان، بریتانیا و فران	موضوعات گفتوگوی بایدن با سران کشورهای آلمان، بریتانیا و فرانسه جزئیات بیشتر در گزارش سمیرا قرایی، ایران اینترنشنال		
حیی سنوار جزئیا	ی سنوار		
تنش میان دولت لبنان و جمهوری اسلامی یک منبع نزدیک به قالیباف	تنش میان دولت لبنان و جمهوری اسلامییک منبع نزدیک به قالیباف برداشت ها از سخنان قالیباف درباره تحولات لبنان اشتباه است		
	اروپایی به کشتهشدن یحیی سنوار		
ر مخالفت خود با ح	شازاد رضا پهلوی گوگوگو وگو ا کایوز الالیا ب تاکی ب ف بمله  وه ای اصلی خود یی مردم ای		
ویدیوها و گزارش منتشرشده در حالوش حاکی است روز ۲۷ مهر ماه،	ویدیوها و گزارش منتشرشده در حالوش حاکی است روز جمعه ۲۷ مهرما ه، شبکه خط لوله انتقال گاز شهری در منطقه شیرآباد زاهدان در پی نشت گاز در شب گذشته و عدم توجه مسئولان آتش گرفته و دستکم یک خودرو دچار آتش سوزی شدتا لحظه انتشار خبر از تلفات جانی احتمالی گزارشی منتشر نشده استشب گذشته، حالوش نشتی گاز و شعل کرده بود		
	ت می دولت ل ووری الامییک  قالی ش ش  ال قالی د تولات ل اش ا		
ع بودن او از زما	خارجه جمهوری اسلامی در واکنش به اظهارات جو بایدن درباره مطلع ودن او از زمان و شیوه تلافیجویانه اسرائیل عمهوری اسلامی، در ایکس نوشت هر کس از چگونگی و زمان حمله اسرائیل به ایران با خبر باشد و از آن حمایت کند، باید برای هر		
ویدیوی منتشرشده در شبکههای اجتماعی حاکی از وقوع طوفان نمک د	ونتشرشده در شبکههای اجتماعی حاکی از وقوع طوفان نمک در د ه به خشک شدن قسمتهای زیادی از بستر دریاچه اشاره کرده است		
ید کره شمالی نیر	اعزام نیروهای کره شمالی به روسیهسازمان اطلاعات کره جنوبی میگوید کره شمالی نیروی نظامی برای جنگ در اوکراین اعزام کرده است		
جزئیات صحبت های بایدن درباره آتشبس و آگاهی از زمان و شکل پاسخ	ئیل گزارش سمیرا قرائی، ایران اینترنش نال		
ادامه واکنشها به کشتهشدن یحیی سنوار جزئیات بیشتر درگزارش اش	صفایی، ایران اینترنشنال		
کانال ۱۲ اسرائیل گزارش داد که این کشور از آمریکا درخواست کرده	کالال ۱۲ ا ش جمهوری الامی وه حمله تلایجویاویا اح ی اس		
شبکه خبری سیانان به نقل از منابع اسرائیلی گزارش داد جسد یحیی	حماس مورد استفاده قرار گیردسنوار روز ۲۵ مهر در حمله اسرائیل به رفح کشته شد و جسد او به این کشور انتقال یافت یک گیپلماتیک اسرائیلی گفت اگر حماس میخواهد جسد او را با گروگ انهای اسرائیلی، چه زنده و چه مُرده، مبادله کند، مشکلی نیستاو افزو س برآوردها، هنوز حدود ۷۰ گروگان اسرائیلی در قید حیات در اسارت گروههای مسلح فل سطینی در نوار غزه هستند گزارشها همچنین حاکی از آن است که جسد حدود ۳۰ گروگان همچنان در این باریکه نگهداری میشود		
کوبا روز جمعه پس از کار افتادن یکی از بزرگترین نیروگاههای خود	کوبا روز جمعه پس از کار افتادن یکی از بزرگترین نیروگاههای خود و خا موشی شبکه ملی برق، دچار قطعی برق سراسری شد کمونیستی کوبا پیشتر مدارس و صنایع غیرضروری را تعطیل کرده و ر کارمندان دولتی را به خانه فرستاده بود تا در مواجهه با کمبود شدید گیتراس، بزرگترین نیروگاه کشور، از مدار خارج شد و باعث قطع کامل شبکه برق شد که حدود ۱۰ میلیون نفر را بدون برق گذاش ت مقامهای این کشور هنوز توضیحی درباره علت خرابی نیروگاه ندادند		
	ادامه واکنشها به کشتهشدن یحیی سنوارج		
	احمد صمدی، ایران اینترنشنال از مهمترین نکات نشست سران آم ریکا، بریتانیا و فرانسه در برلین می گوید		
شها در خاورمیان	محمدنبی موسویفرد، نماینده خامنهای در خوزستان، با اشاره به تنش اسرائیل علیه امی گفت آمریکا بداند ما به ناچار با آمریکا و قدرتها شاخ به شاخ خواه یم شد و امت اسلامی اراده کرده است شاخ آمریکا را برای همیشه بشکند		
ابراز امیدواری بایدن از پایان تنش بین اسرائیل و جمهوری اسلامی	ا  امیواری وای پایال تش ول و جمهوری الامی و ا  ز  امی		
ابراز امیدواری بایدن از پایان تنش بین اسرائیل و جمهوری اسلامی	امیواوا پایال تش ول و جمهوری الامی و ام از زم و زم و شیوه پا    بم ج امی  در گوگو بوگو آ ح ح  الاد وم ی و  فره ، تلی		
خانههای اطر	کانال ۱۲ اسرائیل گزارش داد که نیروهای اسرائیلی در جریان جستجو در خا نههای اطراف محل کشته شدن یحیی سنوار، تعداد زیادی از نامهها و مکات		
ه تاسیسات هسته	اسیسات هستهای در ایران، روی میز اسرائیل برای پاسخ به حمله موشکی جم هوری اسلامی است او افزود هیچ تاسیسات نظامی یا زیرساخت یا شخصی در ایران وجود ک		
	اظهارات جدید ترامپ درباره مواضعش در قبال ایران در پادکست پ یبیدی		
ه، خبر داد که د	خبر داد که در پی تصادف زنجیرهای چند خودرو از جمله سمند، تیبا وای		
	۲۴ با فرداد فرحزاد		
بایدن میتوانیم چرخه حملات تلافیجویانه جمهوری اسلامی و ٔیل ر	بایدن چرخه را متوقف کنیمجزییات بیشتر با سمیرا قرایی، ایران اینترنشنال		
می در خاک ایران	نظامی		
حرف آخر با پوریا زراعتی  ۲۷ مهر  ۱۴۰۳  ۱۸ اکتبر	ح بوریا ز م م مهر  ۱۸ ۱۸ اکویه صوی ی برف ب  پور  ذ ی ییوار زم ق و اهمی ذ یواوا وه وواو  ج  اک ، پیش ز آغ ولیاتا مواضع جمهوری اسلامی در خاک ایران پرداختمو این پرسش مهم جمهوری اسل امی چه برگ برندهای در دست دارد		
هگفت اسرائی	د نمیرسداو افزود چون سنوار با طراحی طوفانالاقصی چنان ضربهای ه اسرائیل زدکه هیچ وقت از این زخم کاری بهبود نخواهد یافت		
تلاش دولت آمریکا برای از سرگیری مذاکرات آتشبس پس از کشته شدن	تگیری سنوار		
